t1,rx,ry,rz,qx,qy,qz,qw,t2,th1,th2,th3,th4,th5,th6
42.1,-0.00947363,0.167044,0.69059,0.462791,0.518226,0.178376,0.696742,42.1,0.701203,-0.99777,-0.933681,2.55474,1.26732,-1.82401
42.2,0.226475,-0.175859,0.220549,0.729273,-0.377017,-0.542587,-0.177816,42.2,-1.0273,0.29531,-2.58176,0.334265,-1.64682,2.92231
42.3,0.226475,-0.175859,0.220549,0.729273,-0.377017,-0.542587,-0.177816,42.3,-1.0273,0.29531,-2.58176,0.334265,-1.64682,2.92231
42.4001,0.226475,-0.175859,0.220549,0.729273,-0.377017,-0.542587,-0.177816,42.4001,-1.0273,0.29531,-2.58176,0.334265,-1.64682,2.92231
42.5,-0.0223806,-0.108904,0.0837499,0.789826,0.158088,0.537954,-0.248574,42.5,2.25943,1.95281,-2.98703,2.34237,-1.84977,1.43948
42.6,-0.0223806,-0.108904,0.0837499,0.789826,0.158088,0.537954,-0.248574,42.6,2.25943,1.95281,-2.98703,2.34237,-1.84977,1.43948
42.7001,0.0234825,0.115552,0.778509,-0.319336,0.207086,0.0611705,0.922712,42.7001,-0.135717,-1.72976,0.263265,1.90381,1.46712,2.42217
42.8,0.0234825,0.115552,0.778509,-0.319336,0.207086,0.0611705,0.922712,42.8,-0.135717,-1.72976,0.263265,1.90381,1.46712,2.42217
42.9,-0.15102,-0.270203,-0.550664,0.653367,-0.575465,-0.247293,0.425204,42.9,-2.73696,0.896611,0.600044,0.901637,-0.248186,2.84942
43,-0.15102,-0.270203,-0.550664,0.653367,-0.575465,-0.247293,0.425204,43,-2.73696,0.896611,0.600044,0.901637,-0.248186,2.84942
43.1,0.745261,-0.267415,-0.197303,-0.333158,-0.545294,0.713847,-0.286501,43.1,-0.450504,-0.102416,0.673557,-1.54755,-1.88433,1.44513
43.2,0.745261,-0.267415,-0.197303,-0.333158,-0.545294,0.713847,-0.286501,43.2,-0.450504,-0.102416,0.673557,-1.54755,-1.88433,1.44513
43.3,-0.0989455,-0.217709,0.101732,-0.657789,0.672518,-0.259146,0.218806,43.3,-2.90346,-0.63523,2.7445,0.86331,-0.280858,-2.28834
43.4,-0.0989455,-0.217709,0.101732,-0.657789,0.672518,-0.259146,0.218806,43.4,-2.90346,-0.63523,2.7445,0.86331,-0.280858,-2.28834
43.5,-0.0989455,-0.217709,0.101732,-0.657789,0.672518,-0.259146,0.218806,43.5,-2.90346,-0.63523,2.7445,0.86331,-0.280858,-2.28834
43.6,-0.136367,-0.445234,-0.412051,0.283051,0.53116,0.33387,0.725453,43.6,1.48409,2.1212,0.578681,1.07003,-1.71531,1.32952
43.7,-0.136367,-0.445234,-0.412051,0.283051,0.53116,0.33387,0.725453,43.7,1.48409,2.1212,0.578681,1.07003,-1.71531,1.32952
43.8,-0.657912,0.41446,-0.311913,-0.383026,-0.531699,-0.565856,0.500394,43.8,-0.446106,2.55788,-0.0584336,-1.04929,-1.80516,-1.05495
43.9,-0.657912,0.41446,-0.311913,-0.383026,-0.531699,-0.565856,0.500394,43.9,-0.446106,2.55788,-0.0584336,-1.04929,-1.80516,-1.05495
44,0.169182,0.430728,-0.0380079,-0.494099,0.818241,-0.163878,-0.24391,44,0.973894,1.31507,-1.73416,-2.12434,1.65562,-3.05111
44.1,0.169182,0.430728,-0.0380079,-0.494099,0.818241,-0.163878,-0.24391,44.1,0.973894,1.31507,-1.73416,-2.12434,1.65562,-3.05111
44.2,0.169182,0.430728,-0.0380079,-0.494099,0.818241,-0.163878,-0.24391,44.2,0.973894,1.31507,-1.73416,-2.12434,1.65562,-3.05111
44.3001,-0.0102884,-0.182539,-0.517137,-0.240596,0.584502,-0.457964,0.625091,44.3001,2.88838,2.56542,-1.64557,-2.27011,-0.550407,3.12023
44.4,-0.0102884,-0.182539,-0.517137,-0.240596,0.584502,-0.457964,0.625091,44.4,2.88838,2.56542,-1.64557,-2.27011,-0.550407,3.12023
44.5,0.195842,-0.0199033,-0.0596655,-0.534686,0.039012,-0.493427,0.684922,44.5,-2.1344,1.38796,2.56542,1.37288,0.618894,2.93236
44.6,0.195842,-0.0199033,-0.0596655,-0.534686,0.039012,-0.493427,0.684922,44.6,-2.1344,1.38796,2.56542,1.37288,0.618894,2.93236
44.7,0.49325,0.168195,0.159017,0.841412,-0.465963,0.00828452,-0.273561,44.7,-2.44227,2.51327,1.54566,0.352487,-0.255097,2.38447
44.8,0.49325,0.168195,0.159017,0.841412,-0.465963,0.00828452,-0.273561,44.8,-2.44227,2.51327,1.54566,0.352487,-0.255097,2.38447
44.9,0.49325,0.168195,0.159017,0.841412,-0.465963,0.00828452,-0.273561,44.9,-2.44227,2.51327,1.54566,0.352487,-0.255097,2.38447
45,-0.0183493,-0.119261,0.31972,-0.102126,0.984392,-0.14179,0.0209576,45,-2.17335,-2.41023,2.79413,2.77465,-2.33043,-2.84251
45.1,-0.0183493,-0.119261,0.31972,-0.102126,0.984392,-0.14179,0.0209576,45.1,-2.17335,-2.41023,2.79413,2.77465,-2.33043,-2.84251
45.2,-0.0702241,0.287512,0.176626,0.603747,-0.0911808,0.499558,0.614506,45.2,1.57457,-1.62797,2.68355,-2.01439,2.07848,-2.54909
45.3001,-0.0702241,0.287512,0.176626,0.603747,-0.0911808,0.499558,0.614506,45.3001,1.57457,-1.62797,2.68355,-2.01439,2.07848,-2.54909
45.4,-0.0385458,0.179092,-0.128349,-0.296646,-0.441628,0.846623,-0.0139802,45.4,0.650938,2.27451,-2.85634,-0.207345,-0.811159,2.70805
45.5,-0.0385458,0.179092,-0.128349,-0.296646,-0.441628,0.846623,-0.0139802,45.5,0.650938,2.27451,-2.85634,-0.207345,-0.811159,2.70805
45.5999,-0.0385458,0.179092,-0.128349,-0.296646,-0.441628,0.846623,-0.0139802,45.5999,0.650938,2.27451,-2.85634,-0.207345,-0.811159,2.70805
45.7,-0.0148369,-0.0765353,0.0948698,0.457438,-0.103194,0.375335,0.799515,45.7,-3.02724,0.143257,2.86073,0.733248,2.00748,1.14165
45.8,-0.0148369,-0.0765353,0.0948698,0.457438,-0.103194,0.375335,0.799515,45.8,-3.02724,0.143257,2.86073,0.733248,2.00748,1.14165
45.9,0.0163007,-0.0512114,0.207873,0.946228,0.310592,-0.0792267,0.0436836,45.9,2.52396,-0.124407,-3.02158,-0.512708,2.77528,2.61946
46,0.0163007,-0.0512114,0.207873,0.946228,0.310592,-0.0792267,0.0436836,46,2.52396,-0.124407,-3.02158,-0.512708,2.77528,2.61946
46.1,-0.41722,-0.0753825,0.793402,0.643044,-0.385089,-0.443707,0.491248,46.1,2.88964,-0.655336,-0.593133,-2.23996,0.601301,1.98674
46.2001,-0.41722,-0.0753825,0.793402,0.643044,-0.385089,-0.443707,0.491248,46.2001,2.88964,-0.655336,-0.593133,-2.23996,0.601301,1.98674
46.3,-0.12975,-0.18287,0.513085,0.299863,0.015819,-0.223367,0.927329,46.3,-2.95498,-1.95344,1.5997,0.154566,-0.970752,-2.43788
46.4,-0.12975,-0.18287,0.513085,0.299863,0.015819,-0.223367,0.927329,46.4,-2.95498,-1.95344,1.5997,0.154566,-0.970752,-2.43788
46.5,0.337042,-0.364627,-0.438106,-0.359405,0.61416,0.400591,0.577202,46.5,2.54281,2.06026,0.883416,1.69458,-1.54566,1.40806
46.6,0.337042,-0.364627,-0.438106,-0.359405,0.61416,0.400591,0.577202,46.6,2.54281,2.06026,0.883416,1.69458,-1.54566,1.40806
46.7,0.337042,-0.364627,-0.438106,-0.359405,0.61416,0.400591,0.577202,46.7,2.54281,2.06026,0.883416,1.69458,-1.54566,1.40806
46.8,0.029334,0.250269,0.783041,0.866473,0.00867087,0.0193657,0.498772,46.8,-0.914203,-2.57359,1.35151,-1.96224,-0.622664,2.13126
46.9,0.029334,0.250269,0.783041,0.866473,0.00867087,0.0193657,0.498772,46.9,-0.914203,-2.57359,1.35151,-1.96224,-0.622664,2.13126
47,0.0846084,0.0902618,-0.139731,0.52237,0.640206,-0.412115,0.383963,47,-0.681726,2.13063,-2.58993,2.38887,1.39675,-2.37567
47.1,0.0846084,0.0902618,-0.139731,0.52237,0.640206,-0.412115,0.383963,47.1,-0.681726,2.13063,-2.58993,2.38887,1.39675,-2.37567
47.2,-0.195749,0.494187,0.0014822,0.614076,0.497881,0.25757,0.555593,47.2,1.83406,1.25727,-1.93396,-2.16644,-2.20477,2.01125
47.3,-0.195749,0.494187,0.0014822,0.614076,0.497881,0.25757,0.555593,47.3,1.83406,1.25727,-1.93396,-2.16644,-2.20477,2.01125
47.4,-0.195749,0.494187,0.0014822,0.614076,0.497881,0.25757,0.555593,47.4,1.83406,1.25727,-1.93396,-2.16644,-2.20477,2.01125
47.5,-0.0788171,-0.126388,-0.749259,0.751566,0.543253,0.105543,0.359007,47.5,-2.57485,0.941221,0.823726,-2.04455,-2.14696,-0.892841
47.6,-0.0788171,-0.126388,-0.749259,0.751566,0.543253,0.105543,0.359007,47.6,-2.57485,0.941221,0.823726,-2.04455,-2.14696,-0.892841
47.7,-0.047845,0.0607169,0.827481,0.866854,-0.0289193,-0.49733,0.0197611,47.7,1.12846,-1.88056,0.458673,-0.324212,-2.07722,-2.04518
47.8,-0.047845,0.0607169,0.827481,0.866854,-0.0289193,-0.49733,0.0197611,47.8,1.12846,-1.88056,0.458673,-0.324212,-2.07722,-2.04518
47.9001,0.115253,0.116943,0.153696,-0.0213885,-0.635298,0.74072,-0.217422,47.9001,-2.02193,2.02067,2.52521,-0.967611,-2.32604,-1.05809
48,0.115253,0.116943,0.153696,-0.0213885,-0.635298,0.74072,-0.217422,48,-2.02193,2.02067,2.52521,-0.967611,-2.32604,-1.05809
48.1,0.5097,0.264209,0.167243,-0.452625,-0.509872,0.497827,0.536032,48.1,0.140115,-1.16553,1.84223,-1.33706,0.15708,2.29588
48.2,0.5097,0.264209,0.167243,-0.452625,-0.509872,0.497827,0.536032,48.2,0.140115,-1.16553,1.84223,-1.33706,0.15708,2.29588
48.3,0.5097,0.264209,0.167243,-0.452625,-0.509872,0.497827,0.536032,48.3,0.140115,-1.16553,1.84223,-1.33706,0.15708,2.29588
48.4,-0.131278,0.0584675,0.240093,0.775423,0.314489,0.262985,-0.480265,48.4,0.404637,2.64334,2.46301,0.386416,1.61604,0.920487
48.5,-0.131278,0.0584675,0.240093,0.775423,0.314489,0.262985,-0.480265,48.5,0.404637,2.64334,2.46301,0.386416,1.61604,0.920487
48.6,-0.58381,0.236671,-0.136156,-0.250973,-0.301518,0.217255,0.893812,48.6,2.68795,0.633345,-0.777858,0.948761,-2.50196,3.13908
48.7,-0.58381,0.236671,-0.136156,-0.250973,-0.301518,0.217255,0.893812,48.7,2.68795,0.633345,-0.777858,0.948761,-2.50196,3.13908
48.8,0.0719012,0.896621,-0.0413661,0.00138098,0.84862,0.2155,0.483117,48.8,-1.57834,2.79853,0.488203,-1.46901,2.13503,1.31633
48.9001,0.0719012,0.896621,-0.0413661,0.00138098,0.84862,0.2155,0.483117,48.9001,-1.57834,2.79853,0.488203,-1.46901,2.13503,1.31633
49,0.0719012,0.896621,-0.0413661,0.00138098,0.84862,0.2155,0.483117,49,-1.57834,2.79853,0.488203,-1.46901,2.13503,1.31633
49.1,0.308619,-0.0997381,0.706598,0.217146,-0.275394,0.380447,0.855725,49.1,-0.873363,-1.98234,1.53875,-1.20323,0.692407,-1.26041
49.2,0.308619,-0.0997381,0.706598,0.217146,-0.275394,0.380447,0.855725,49.2,-0.873363,-1.98234,1.53875,-1.20323,0.692407,-1.26041
49.3,0.0159603,0.100188,-0.654066,-0.165476,0.750785,-0.638074,-0.0424379,49.3,-1.42691,1.31256,0.562345,-0.098646,-2.85696,-3.11834
49.4,0.0159603,0.100188,-0.654066,-0.165476,0.750785,-0.638074,-0.0424379,49.4,-1.42691,1.31256,0.562345,-0.098646,-2.85696,-3.11834
49.5001,-0.628727,-0.205845,0.121768,-0.639834,-0.0396239,-0.0433165,0.766268,49.5001,0.428513,2.57799,0.973265,-0.538469,-2.01188,-1.44576
49.6,-0.628727,-0.205845,0.121768,-0.639834,-0.0396239,-0.0433165,0.766268,49.6,0.428513,2.57799,0.973265,-0.538469,-2.01188,-1.44576
49.7,-0.628727,-0.205845,0.121768,-0.639834,-0.0396239,-0.0433165,0.766268,49.7,0.428513,2.57799,0.973265,-0.538469,-2.01188,-1.44576
49.8,-0.127548,-0.0175725,-0.60402,-0.0919086,-0.735761,0.371764,0.55857,49.8,2.49694,1.09013,1.10458,-3.07876,1.79699,1.15171
49.9,-0.127548,-0.0175725,-0.60402,-0.0919086,-0.735761,0.371764,0.55857,49.9,2.49694,1.09013,1.10458,-3.07876,1.79699,1.15171
50,0.0662977,-0.124449,-0.129572,-0.467934,0.771624,-0.409292,0.134588,50,-1.56326,2.485,-2.79288,0.0992743,2.13188,0.76592
50.1,0.0662977,-0.124449,-0.129572,-0.467934,0.771624,-0.409292,0.134588,50.1,-1.56326,2.485,-2.79288,0.0992743,2.13188,0.76592
50.2,0.381625,0.135938,-0.261287,-0.00152447,-0.230535,0.94203,-0.243784,50.2,0.138858,-0.336779,1.75112,-1.53687,-1.90946,2.64899
50.3,0.381625,0.135938,-0.261287,-0.00152447,-0.230535,0.94203,-0.243784,50.3,0.138858,-0.336779,1.75112,-1.53687,-1.90946,2.64899
50.4,-0.598641,-0.0575212,-0.297641,-0.465215,0.691208,-0.44399,0.329665,50.4,2.91477,1.22271,-1.03358,-3.01467,-0.137602,-2.28331
50.5,-0.598641,-0.0575212,-0.297641,-0.465215,0.691208,-0.44399,0.329665,50.5,2.91477,1.22271,-1.03358,-3.01467,-0.137602,-2.28331
50.6,-0.598641,-0.0575212,-0.297641,-0.465215,0.691208,-0.44399,0.329665,50.6,2.91477,1.22271,-1.03358,-3.01467,-0.137602,-2.28331
50.7,-0.424108,-0.263667,0.10071,-0.0629512,0.952746,-0.188905,0.229406,50.7,0.869593,-1.98109,-1.89124,-2.92608,-0.995257,0.740159
50.8,-0.424108,-0.263667,0.10071,-0.0629512,0.952746,-0.188905,0.229406,50.8,0.869593,-1.98109,-1.89124,-2.92608,-0.995257,0.740159
50.9,-0.169384,0.00175482,-0.500819,-0.482406,-0.086525,0.378563,0.785167,50.9,2.88838,0.69869,1.07819,0.939336,2.55223,-1.36785
51,-0.169384,0.00175482,-0.500819,-0.482406,-0.086525,0.378563,0.785167,51,2.88838,0.69869,1.07819,0.939336,2.55223,-1.36785
51.1,0.619712,0.232464,-0.072881,0.116478,0.754547,-0.641469,0.0749016,51.1,-2.67978,-2.6936,-1.08825,-2.19346,2.09419,1.55572
51.2,0.619712,0.232464,-0.072881,0.116478,0.754547,-0.641469,0.0749016,51.2,-2.67978,-2.6936,-1.08825,-2.19346,2.09419,1.55572
51.3001,-0.0195805,-0.187911,0.17955,0.240549,-0.05719,-0.719189,0.649333,51.3001,2.87079,0.338664,-2.96064,-1.41497,0.355628,1.28617
51.4,-0.0195805,-0.187911,0.17955,0.240549,-0.05719,-0.719189,0.649333,51.4,2.87079,0.338664,-2.96064,-1.41497,0.355628,1.28617
51.5,0.02071,-0.13365,-0.622374,0.0447234,0.182411,-0.0708145,0.979649,51.5,2.0879,2.46804,-1.43445,-1.60724,-2.40709,2.76083
51.6,0.02071,-0.13365,-0.622374,0.0447234,0.182411,-0.0708145,0.979649,51.6,2.0879,2.46804,-1.43445,-1.60724,-2.40709,2.76083
51.7,0.02071,-0.13365,-0.622374,0.0447234,0.182411,-0.0708145,0.979649,51.7,2.0879,2.46804,-1.43445,-1.60724,-2.40709,2.76083
51.8,-0.252887,0.033704,0.29357,-0.507539,0.626356,-0.586928,0.0748224,51.8,2.24373,0.409664,-2.72879,0.253841,0.606956,-2.91477
51.9001,-0.252887,0.033704,0.29357,-0.507539,0.626356,-0.586928,0.0748224,51.9001,2.24373,0.409664,-2.72879,0.253841,0.606956,-2.91477
52,-0.350736,-0.495962,0.278243,0.386352,0.780838,0.134562,-0.472142,52,1.19318,-2.46112,-0.968239,2.25127,1.1448,1.07442
52.1,-0.350736,-0.495962,0.278243,0.386352,0.780838,0.134562,-0.472142,52.1,1.19318,-2.46112,-0.968239,2.25127,1.1448,1.07442
52.2,0.405149,0.250984,-0.599199,0.44366,-0.264641,-0.437891,0.735787,52.2,0.498257,1.06814,-0.43354,-0.143257,-3.13971,-1.56451
52.3,0.405149,0.250984,-0.599199,0.44366,-0.264641,-0.437891,0.735787,52.3,0.498257,1.06814,-0.43354,-0.143257,-3.13971,-1.56451
52.4,0.405149,0.250984,-0.599199,0.44366,-0.264641,-0.437891,0.735787,52.4,0.498257,1.06814,-0.43354,-0.143257,-3.13971,-1.56451
52.5,-0.0933906,0.098176,0.416558,0.633151,0.340336,-0.499695,-0.483318,52.5,1.75992,-2.33043,1.9836,0.69115,2.02193,1.69081
52.6,-0.0933906,0.098176,0.416558,0.633151,0.340336,-0.499695,-0.483318,52.6,1.75992,-2.33043,1.9836,0.69115,2.02193,1.69081
52.7,0.0349869,0.389087,0.913142,0.453216,0.346615,0.351758,0.742105,52.7,-1.20072,-1.7084,-0.43731,-1.31381,0.676071,1.45833
52.8,0.0349869,0.389087,0.913142,0.453216,0.346615,0.351758,0.742105,52.8,-1.20072,-1.7084,-0.43731,-1.31381,0.676071,1.45833
52.9,0.393376,-0.22521,0.131825,0.874198,-0.204633,0.43991,0.0195314,52.9,-0.78854,-1.20072,2.35557,-2.05649,1.43508,0.40338
53,0.393376,-0.22521,0.131825,0.874198,-0.204633,0.43991,0.0195314,53,-0.78854,-1.20072,2.35557,-2.05649,1.43508,0.40338
53.1,0.264257,-0.0841122,-0.130323,0.724696,-0.634142,0.0931507,-0.252989,53.1,-2.70742,1.32324,2.62511,2.98451,0.312274,-0.109956
53.2,0.264257,-0.0841122,-0.130323,0.724696,-0.634142,0.0931507,-0.252989,53.2,-2.70742,1.32324,2.62511,2.98451,0.312274,-0.109956
53.3,0.264257,-0.0841122,-0.130323,0.724696,-0.634142,0.0931507,-0.252989,53.3,-2.70742,1.32324,2.62511,2.98451,0.312274,-0.109956
53.4,-0.353388,0.408442,0.369926,0.202556,-0.561748,0.56238,0.571961,53.4,2.07596,-1.45204,1.88998,-1.49477,1.54127,2.24498
53.5,-0.353388,0.408442,0.369926,0.202556,-0.561748,0.56238,0.571961,53.5,2.07596,-1.45204,1.88998,-1.49477,1.54127,2.24498
53.6,0.358535,0.220563,-0.6212,0.355918,-0.140366,-0.196397,0.9028,53.6,-2.11995,1.52933,0.941849,-1.47404,-0.135717,2.92734
53.7,0.358535,0.220563,-0.6212,0.355918,-0.140366,-0.196397,0.9028,53.7,-2.11995,1.52933,0.941849,-1.47404,-0.135717,2.92734
53.8,-0.0377746,-0.0513096,0.318683,0.716421,0.034035,-0.568806,-0.402545,53.8,2.21545,-2.46489,2.33483,1.45896,2.19534,2.69549
53.9,-0.0377746,-0.0513096,0.318683,0.716421,0.034035,-0.568806,-0.402545,53.9,2.21545,-2.46489,2.33483,1.45896,2.19534,2.69549
54,-0.383436,-0.521377,0.26563,0.828801,-0.435032,0.170561,-0.307806,54,-2.50511,0.218655,-1.3534,0.760894,0.0408407,1.09265
54.1,-0.383436,-0.521377,0.26563,0.828801,-0.435032,0.170561,-0.307806,54.1,-2.50511,0.218655,-1.3534,0.760894,0.0408407,1.09265
54.2,-0.383436,-0.521377,0.26563,0.828801,-0.435032,0.170561,-0.307806,54.2,-2.50511,0.218655,-1.3534,0.760894,0.0408407,1.09265
54.3,0.857341,0.274153,0.0317359,0.845385,-0.112408,0.48728,-0.187743,54.3,0.23185,0.374478,-0.57177,-0.899752,2.06905,0.00376991
54.4,0.857341,0.274153,0.0317359,0.845385,-0.112408,0.48728,-0.187743,54.4,0.23185,0.374478,-0.57177,-0.899752,2.06905,0.00376991
54.5,-0.277844,-0.285804,0.0354062,0.958331,0.17686,0.0320876,-0.222019,54.5,0.955044,1.89815,1.91449,-0.843203,-2.18466,-2.80984
54.6,-0.277844,-0.285804,0.0354062,0.958331,0.17686,0.0320876,-0.222019,54.6,0.955044,1.89815,1.91449,-0.843203,-2.18466,-2.80984
54.7,0.413527,-0.19398,-0.475626,-0.565936,-0.544776,0.616591,0.0524492,54.7,2.84377,2.20414,0.309761,1.4998,-2.15011,-1.30313
54.8,0.413527,-0.19398,-0.475626,-0.565936,-0.544776,0.616591,0.0524492,54.8,2.84377,2.20414,0.309761,1.4998,-2.15011,-1.30313
54.9,0.413527,-0.19398,-0.475626,-0.565936,-0.544776,0.616591,0.0524492,54.9,2.84377,2.20414,0.309761,1.4998,-2.15011,-1.30313
55,-0.165945,-0.28778,0.285851,0.367354,-0.277534,0.876916,-0.138,55,1.57142,2.35808,2.29211,-0.603186,0.806133,-1.51865
55.1,-0.165945,-0.28778,0.285851,0.367354,-0.277534,0.876916,-0.138,55.1,1.57142,2.35808,2.29211,-0.603186,0.806133,-1.51865
55.2,0.20545,0.336371,-0.385334,0.198951,0.600579,0.232441,0.738712,55.2,0.664133,1.51865,-1.68578,1.1825,1.20951,-2.42342
55.3,0.20545,0.336371,-0.385334,0.198951,0.600579,0.232441,0.738712,55.3,0.664133,1.51865,-1.68578,1.1825,1.20951,-2.42342
55.4,-0.312584,0.316685,0.707891,0.354243,0.7504,-0.497826,0.252153,55.4,2.0169,-1.65688,1.12029,-1.65373,-1.11527,-2.70931
55.5,-0.312584,0.316685,0.707891,0.354243,0.7504,-0.497826,0.252153,55.5,2.0169,-1.65688,1.12029,-1.65373,-1.11527,-2.70931
55.6,0.187308,-0.116541,0.193804,0.600463,0.395245,0.0103573,0.695067,55.6,2.82995,2.79225,2.3342,0.33992,-2.31347,-2.15513
55.7,0.187308,-0.116541,0.193804,0.600463,0.395245,0.0103573,0.695067,55.7,2.82995,2.79225,2.3342,0.33992,-2.31347,-2.15513
55.8,0.187308,-0.116541,0.193804,0.600463,0.395245,0.0103573,0.695067,55.8,2.82995,2.79225,2.3342,0.33992,-2.31347,-2.15513
55.9,0.252839,0.648172,-0.513228,0.987888,-0.134235,-0.0696361,0.0347796,55.9,-1.66693,2.55663,-0.211743,-1.71845,0.22054,-0.703088
56,0.252839,0.648172,-0.513228,0.987888,-0.134235,-0.0696361,0.0347796,56,-1.66693,2.55663,-0.211743,-1.71845,0.22054,-0.703088
56.1,0.0225473,-0.233599,0.899503,-0.413801,-0.603295,-0.2443,0.636491,56.1,2.06403,-1.81207,-0.344319,0.681726,1.79636,0.112469
56.2,0.0225473,-0.233599,0.899503,-0.413801,-0.603295,-0.2443,0.636491,56.2,2.06403,-1.81207,-0.344319,0.681726,1.79636,0.112469
56.3,0.0678202,-0.248244,0.350589,-0.504968,0.508214,-0.476625,0.509464,56.3,-1.85354,-2.19158,2.15765,0.0722566,1.25915,1.53247
56.4,0.0678202,-0.248244,0.350589,-0.504968,0.508214,-0.476625,0.509464,56.4,-1.85354,-2.19158,2.15765,0.0722566,1.25915,1.53247
56.5,-0.223322,-0.0345717,0.225022,-0.433046,-0.0603142,0.895671,0.0812848,56.5,0.936195,2.82932,2.32981,-0.187239,-0.914832,-2.26258
56.6,-0.223322,-0.0345717,0.225022,-0.433046,-0.0603142,0.895671,0.0812848,56.6,0.936195,2.82932,2.32981,-0.187239,-0.914832,-2.26258
56.7,-0.223322,-0.0345717,0.225022,-0.433046,-0.0603142,0.895671,0.0812848,56.7,0.936195,2.82932,2.32981,-0.187239,-0.914832,-2.26258
56.8,-0.00432287,0.0770674,0.863638,0.889163,-0.300823,-0.34088,0.0519237,56.8,1.0273,-1.48283,0.254469,3.11018,2.49317,1.58211
56.9,-0.00432287,0.0770674,0.863638,0.889163,-0.300823,-0.34088,0.0519237,56.9,1.0273,-1.48283,0.254469,3.11018,2.49317,1.58211
57,-0.379543,-0.224726,-0.24305,0.91579,-0.317657,-0.0144212,0.245387,57,0.606956,3.05111,-1.46147,1.16679,-2.78973,2.29713
57.1,-0.379543,-0.224726,-0.24305,0.91579,-0.317657,-0.0144212,0.245387,57.1,0.606956,3.05111,-1.46147,1.16679,-2.78973,2.29713
57.2,-0.379543,-0.224726,-0.24305,0.91579,-0.317657,-0.0144212,0.245387,57.2,0.606956,3.05111,-1.46147,1.16679,-2.78973,2.29713
57.3,-0.230589,-0.749743,0.319708,0.0129574,0.664205,0.605847,0.437737,57.3,-1.92768,-0.177814,-0.500142,-0.408407,-2.44793,-2.68418
57.4,-0.230589,-0.749743,0.319708,0.0129574,0.664205,0.605847,0.437737,57.4,-1.92768,-0.177814,-0.500142,-0.408407,-2.44793,-2.68418
57.5,0.174554,-0.225627,0.23979,-0.148265,-0.0167529,-0.731901,0.664874,57.5,2.95121,-1.74798,-2.38258,2.11995,0.267664,-1.29559
57.6,0.174554,-0.225627,0.23979,-0.148265,-0.0167529,-0.731901,0.664874,57.6,2.95121,-1.74798,-2.38258,2.11995,0.267664,-1.29559
57.7,0.602292,0.037977,-0.558877,-0.335455,0.0880518,0.493504,0.797603,57.7,-2.98514,2.29839,0.256354,3.06619,-2.2676,2.14445
57.8,0.602292,0.037977,-0.558877,-0.335455,0.0880518,0.493504,0.797603,57.8,-2.98514,2.29839,0.256354,3.06619,-2.2676,2.14445
57.9,0.090117,-0.284154,-0.0613486,0.301931,-0.288923,0.89927,-0.12913,57.9,2.50322,1.17244,2.34049,-1.25098,-0.653451,0.0219911
58,0.090117,-0.284154,-0.0613486,0.301931,-0.288923,0.89927,-0.12913,58,2.50322,1.17244,2.34049,-1.25098,-0.653451,0.0219911
58.1,0.090117,-0.284154,-0.0613486,0.301931,-0.288923,0.89927,-0.12913,58.1,2.50322,1.17244,2.34049,-1.25098,-0.653451,0.0219911
58.2001,0.0528539,-0.55819,0.510096,0.617806,0.279603,0.0986203,0.728294,58.2001,1.72913,-2.78534,0.874619,2.59056,2.67035,-1.03044
58.3,0.0528539,-0.55819,0.510096,0.617806,0.279603,0.0986203,0.728294,58.3,1.72913,-2.78534,0.874619,2.59056,2.67035,-1.03044
58.4,-0.0460927,-0.0922791,-0.26508,0.724581,0.609291,-0.0532712,0.317662,58.4,1.85165,0.789168,2.52144,-2.75392,2.06842,-0.174044
58.5,-0.0460927,-0.0922791,-0.26508,0.724581,0.609291,-0.0532712,0.317662,58.5,1.85165,0.789168,2.52144,-2.75392,2.06842,-0.174044
58.6,-0.378079,-0.0792695,-0.482201,-0.205393,0.611901,0.748127,0.153941,58.6,0.600044,1.47404,1.59279,2.61883,-1.07819,-1.45267
58.7,-0.378079,-0.0792695,-0.482201,-0.205393,0.611901,0.748127,0.153941,58.7,0.600044,1.47404,1.59279,2.61883,-1.07819,-1.45267
58.8,0.123198,0.257209,-0.299968,-0.21522,-0.339358,0.754665,0.518649,58.8,0.388301,0.231221,2.17964,2.64836,0.0289027,-2.7445
58.9,0.123198,0.257209,-0.299968,-0.21522,-0.339358,0.754665,0.518649,58.9,0.388301,0.231221,2.17964,2.64836,0.0289027,-2.7445
59,-0.193895,0.402731,0.0762621,-0.589587,-0.195796,0.236197,0.747169,59,1.95407,1.17998,-1.99114,-2.3895,-2.90095,-1.39801
59.1,-0.193895,0.402731,0.0762621,-0.589587,-0.195796,0.236197,0.747169,59.1,1.95407,1.17998,-1.99114,-2.3895,-2.90095,-1.39801
59.2,-0.193895,0.402731,0.0762621,-0.589587,-0.195796,0.236197,0.747169,59.2,1.95407,1.17998,-1.99114,-2.3895,-2.90095,-1.39801
59.3,-0.193895,0.402731,0.0762621,-0.589587,-0.195796,0.236197,0.747169,59.3,1.95407,1.17998,-1.99114,-2.3895,-2.90095,-1.39801
59.4,-0.193895,0.402731,0.0762621,-0.589587,-0.195796,0.236197,0.747169,59.4,1.95407,1.17998,-1.99114,-2.3895,-2.90095,-1.39801
