t1,rx,ry,rz,qx,qy,qz,qw,t2,th1,th2,th3,th4,th5,th6
79.4,0.497072,0.681592,0.311328,0.362405,0.32678,0.81727,0.306507,79.4,0.720053,-0.660991,0.797965,-1.52242,0.410292,-0.807389
79.5,0.497072,0.681592,0.311328,0.362405,0.32678,0.81727,0.306507,79.5,0.720053,-0.660991,0.797965,-1.52242,0.410292,-0.807389
79.6,-0.0978649,0.532088,-0.217131,-0.0447781,0.572609,0.815458,-0.0717093,79.6,-1.33895,3.07373,-1.17935,1.3911,3.07813,1.36722
79.7,-0.0978649,0.532088,-0.217131,-0.0447781,0.572609,0.815458,-0.0717093,79.7,-1.33895,3.07373,-1.17935,1.3911,3.07813,1.36722
79.8,-0.163015,-0.170094,0.2923,0.323572,0.755927,-0.185456,0.538036,79.8,-2.68166,-0.0559203,-2.39452,0.814301,-1.93208,-1.94402
79.9,-0.163015,-0.170094,0.2923,0.323572,0.755927,-0.185456,0.538036,79.9,-2.68166,-0.0559203,-2.39452,0.814301,-1.93208,-1.94402
80,0.132689,0.0249326,0.714288,-0.296111,0.507683,0.808996,0.0100925,80,-0.321071,-1.85417,1.37727,3.00336,2.12937,0.850115
80.1,0.132689,0.0249326,0.714288,-0.296111,0.507683,0.808996,0.0100925,80.1,-0.321071,-1.85417,1.37727,3.00336,2.12937,0.850115
80.2,-0.350822,0.430338,0.554528,0.180992,0.48181,0.101928,0.8513,80.2,-0.600673,-2.42468,-0.108699,0.679212,-0.954416,-0.391442
80.3001,-0.350822,0.430338,0.554528,0.180992,0.48181,0.101928,0.8513,80.3001,-0.600673,-2.42468,-0.108699,0.679212,-0.954416,-0.391442
80.4,-0.442758,0.205047,-0.537014,0.881086,0.432026,0.192422,0.00380541,80.4,-0.0672301,2.55537,-0.463071,-2.68355,0.64654,0.307248
80.5,-0.442758,0.205047,-0.537014,0.881086,0.432026,0.192422,0.00380541,80.5,-0.0672301,2.55537,-0.463071,-2.68355,0.64654,0.307248
80.6,0.392172,-0.0942692,0.463078,-0.0963127,0.554461,0.0765518,0.823066,80.6,-0.555434,-1.86736,1.83155,-1.8548,-1.35591,-0.770319
80.7,0.392172,-0.0942692,0.463078,-0.0963127,0.554461,0.0765518,0.823066,80.7,-0.555434,-1.86736,1.83155,-1.8548,-1.35591,-0.770319
80.8,-0.359045,0.372778,-0.451717,-0.480035,0.708832,0.507049,0.100122,80.8,2.00685,0.917345,-0.402752,1.50859,0.774088,-3.09635
80.9,-0.359045,0.372778,-0.451717,-0.480035,0.708832,0.507049,0.100122,80.9,2.00685,0.917345,-0.402752,1.50859,0.774088,-3.09635
81,-0.168598,0.298953,0.293729,-0.532683,-0.552963,0.559558,0.312051,81,1.7417,0.102416,-2.07973,2.23179,1.49603,1.36534
81.1,-0.168598,0.298953,0.293729,-0.532683,-0.552963,0.559558,0.312051,81.1,1.7417,0.102416,-2.07973,2.23179,1.49603,1.36534
81.2,0.277416,-0.130094,0.963435,-0.707937,-0.0626528,0.0827154,0.698612,81.2,-1.10144,-1.43571,0.263265,-1.85605,-0.26515,-1.69018
81.3,0.277416,-0.130094,0.963435,-0.707937,-0.0626528,0.0827154,0.698612,81.3,-1.10144,-1.43571,0.263265,-1.85605,-0.26515,-1.69018
81.4,0.63307,0.617627,0.0404602,0.166724,0.867271,-0.00452031,0.469067,81.4,-2.29776,-2.89969,-0.419717,-1.54189,2.17273,1.05243
81.5,0.63307,0.617627,0.0404602,0.166724,0.867271,-0.00452031,0.469067,81.5,-2.29776,-2.89969,-0.419717,-1.54189,2.17273,1.05243
81.6,-0.0245135,0.155881,-0.210287,-0.149699,0.267403,0.376773,0.874144,81.6,0.0125664,3.02598,-2.26823,-3.11395,-0.962584,-0.593133
81.7,-0.0245135,0.155881,-0.210287,-0.149699,0.267403,0.376773,0.874144,81.7,0.0125664,3.02598,-2.26823,-3.11395,-0.962584,-0.593133
81.8,0.189336,-0.00169496,0.0547273,0.810554,-0.116022,-0.52657,0.228614,81.8,-2.16833,-1.19632,-3.0486,-0.615124,0.943106,-2.28834
81.9,0.189336,-0.00169496,0.0547273,0.810554,-0.116022,-0.52657,0.228614,81.9,-2.16833,-1.19632,-3.0486,-0.615124,0.943106,-2.28834
81.9999,0.189336,-0.00169496,0.0547273,0.810554,-0.116022,-0.52657,0.228614,81.9999,-2.16833,-1.19632,-3.0486,-0.615124,0.943106,-2.28834
82.1,-0.103651,-0.203604,0.428843,0.833977,0.419005,-0.334024,0.131702,82.1,1.4577,-1.12281,-1.81898,-2.54658,1.93271,0.427257
82.2,-0.103651,-0.203604,0.428843,0.833977,0.419005,-0.334024,0.131702,82.2,1.4577,-1.12281,-1.81898,-2.54658,1.93271,0.427257
82.3001,-0.0159447,-0.0539946,0.574031,0.384881,0.304723,0.775286,0.397419,82.3001,-2.50385,-0.459929,-1.75929,-2.99582,-2.72502,-1.12846
82.4,-0.0159447,-0.0539946,0.574031,0.384881,0.304723,0.775286,0.397419,82.4,-2.50385,-0.459929,-1.75929,-2.99582,-2.72502,-1.12846
82.5,0.049649,0.697057,-0.113003,0.0903613,0.294575,0.950641,0.036633,82.5,1.22648,0.948133,-1.08385,-2.39704,0.265779,0.0182212
82.6,0.049649,0.697057,-0.113003,0.0903613,0.294575,0.950641,0.036633,82.6,1.22648,0.948133,-1.08385,-2.39704,0.265779,0.0182212
82.7,0.50731,0.0490088,0.527404,0.389064,-0.378087,-0.600436,0.5875,82.7,0.043354,0.0395841,-1.27863,-2.33106,3.0863,0.718796
82.8,0.50731,0.0490088,0.527404,0.389064,-0.378087,-0.600436,0.5875,82.8,0.043354,0.0395841,-1.27863,-2.33106,3.0863,0.718796
82.9,0.163331,-0.0179685,0.06939,0.182038,0.741119,-0.428736,-0.483518,82.9,-2.96189,-2.80042,-2.769,1.39738,-2.42908,-2.67161
83,0.163331,-0.0179685,0.06939,0.182038,0.741119,-0.428736,-0.483518,83,-2.96189,-2.80042,-2.769,1.39738,-2.42908,-2.67161
83.1,0.221289,-0.410803,0.207607,-0.0194346,0.636331,-0.193646,0.746463,83.1,-1.31884,-1.47341,2.19283,-2.62951,-1.5375,-1.06249
83.2,0.221289,-0.410803,0.207607,-0.0194346,0.636331,-0.193646,0.746463,83.2,-1.31884,-1.47341,2.19283,-2.62951,-1.5375,-1.06249
83.3,-0.375738,0.513894,0.179984,-0.107199,0.970541,0.208438,-0.0557918,83.3,1.89752,0.603186,-1.28994,-3.0574,-0.112469,-2.97257
83.4,-0.375738,0.513894,0.179984,-0.107199,0.970541,0.208438,-0.0557918,83.4,1.89752,0.603186,-1.28994,-3.0574,-0.112469,-2.97257
83.5,-0.0741764,-0.24673,-0.185713,-0.423366,0.271261,-0.462479,0.730268,83.5,-2.70051,0.23185,2.32855,1.7329,-0.00502655,-2.2054
83.6,-0.0741764,-0.24673,-0.185713,-0.423366,0.271261,-0.462479,0.730268,83.6,-2.70051,0.23185,2.32855,1.7329,-0.00502655,-2.2054
83.7,0.636151,-0.0982878,0.430248,-0.284192,0.579832,0.480781,0.593194,83.7,3.12777,-2.98703,1.06437,-2.93236,1.81207,-1.18689
83.8,0.636151,-0.0982878,0.430248,-0.284192,0.579832,0.480781,0.593194,83.8,3.12777,-2.98703,1.06437,-2.93236,1.81207,-1.18689
83.8999,0.322609,-0.103198,0.0517916,0.878119,0.403492,0.168503,-0.194184,83.8999,-0.877133,1.1404,-2.14948,2.36311,-0.48192,-1.09516
84,0.322609,-0.103198,0.0517916,0.878119,0.403492,0.168503,-0.194184,84,-0.877133,1.1404,-2.14948,2.36311,-0.48192,-1.09516
84.1,0.322609,-0.103198,0.0517916,0.878119,0.403492,0.168503,-0.194184,84.1,-0.877133,1.1404,-2.14948,2.36311,-0.48192,-1.09516
84.2,-0.196395,-0.0539012,0.0471528,0.0193529,0.621147,0.781672,-0.0528403,84.2,1.47089,-1.84537,-3.13594,-0.754611,-0.185354,-2.34111
84.3,-0.196395,-0.0539012,0.0471528,0.0193529,0.621147,0.781672,-0.0528403,84.3,1.47089,-1.84537,-3.13594,-0.754611,-0.185354,-2.34111
84.4,0.0539081,0.0772533,-0.0352116,0.741328,-0.609168,-0.225537,-0.16876,84.4,0.487575,0.439195,3.06871,1.6374,-2.50448,-1.07819
84.5,0.0539081,0.0772533,-0.0352116,0.741328,-0.609168,-0.225537,-0.16876,84.5,0.487575,0.439195,3.06871,1.6374,-2.50448,-1.07819
84.6,-0.590413,-0.167684,-0.0270853,0.105818,0.868119,-0.442498,-0.198414,84.6,0.563602,2.18906,1.80767,2.7024,-0.669788,0.658478
84.7,-0.590413,-0.167684,-0.0270853,0.105818,0.868119,-0.442498,-0.198414,84.7,0.563602,2.18906,1.80767,2.7024,-0.669788,0.658478
84.8,-0.590413,-0.167684,-0.0270853,0.105818,0.868119,-0.442498,-0.198414,84.8,0.563602,2.18906,1.80767,2.7024,-0.669788,0.658478
84.9,0.00787889,-0.839492,0.307405,0.327473,-0.587691,-0.537898,0.507983,84.9,1.75364,3.02284,0.531557,-0.137602,1.12155,1.35088
85,0.00787889,-0.839492,0.307405,0.327473,-0.587691,-0.537898,0.507983,85,1.75364,3.02284,0.531557,-0.137602,1.12155,1.35088
85.1,0.0484889,0.111648,0.717505,0.0205335,-0.0681981,0.997169,0.0241164,85.1,-1.75112,-1.349,-0.921743,1.95281,2.99959,2.69109
85.2,0.0484889,0.111648,0.717505,0.0205335,-0.0681981,0.997169,0.0241164,85.2,-1.75112,-1.349,-0.921743,1.95281,2.99959,2.69109
85.3,0.0116064,0.37824,-0.502383,-0.287344,-0.372739,0.870301,-0.145175,85.3,1.08762,0.272062,1.59593,-2.85445,-0.817442,-3.13217
85.4,0.0116064,0.37824,-0.502383,-0.287344,-0.372739,0.870301,-0.145175,85.4,1.08762,0.272062,1.59593,-2.85445,-0.817442,-3.13217
85.5,-0.229349,-0.248431,0.913792,0.266085,0.0366886,0.923665,-0.273307,85.5,1.30062,-1.65185,-0.679212,-0.148911,0.983947,-0.497628
85.6,-0.229349,-0.248431,0.913792,0.266085,0.0366886,0.923665,-0.273307,85.6,1.30062,-1.65185,-0.679212,-0.148911,0.983947,-0.497628
85.7,0.341364,-0.833846,0.157654,-0.426458,-0.0787487,0.000394156,0.901073,85.7,-1.39487,-0.312903,0.356885,-0.972009,0.177814,-3.11018
85.8,0.341364,-0.833846,0.157654,-0.426458,-0.0787487,0.000394156,0.901073,85.8,-1.39487,-0.312903,0.356885,-0.972009,0.177814,-3.11018
85.9,0.341364,-0.833846,0.157654,-0.426458,-0.0787487,0.000394156,0.901073,85.9,-1.39487,-0.312903,0.356885,-0.972009,0.177814,-3.11018
86,-0.334271,-0.581452,-0.429102,-0.266984,0.33278,-0.470287,0.772533,86,-2.36688,0.976407,-0.371336,3.12714,-0.491973,-1.38481
86.1,-0.334271,-0.581452,-0.429102,-0.266984,0.33278,-0.470287,0.772533,86.1,-2.36688,0.976407,-0.371336,3.12714,-0.491973,-1.38481
86.2,0.394776,0.345477,0.719291,0.902344,0.413677,-0.070187,-0.0985923,86.2,-2.201,-2.78596,1.14605,-1.54692,1.4954,-2.89969
86.3,0.394776,0.345477,0.719291,0.902344,0.413677,-0.070187,-0.0985923,86.3,-2.201,-2.78596,1.14605,-1.54692,1.4954,-2.89969
86.4,0.71928,-0.118631,0.380427,0.747915,-0.25351,-0.263697,0.553914,86.4,-3.07185,-2.30279,-0.639,2.77717,-0.76592,-1.20009
86.5,0.71928,-0.118631,0.380427,0.747915,-0.25351,-0.263697,0.553914,86.5,-3.07185,-2.30279,-0.639,2.77717,-0.76592,-1.20009
86.6,-0.405963,-0.122368,0.179077,-0.611706,0.644461,0.241399,-0.390144,86.6,2.97572,0.588106,-1.87427,2.05774,-0.302221,-1.68578
86.7,-0.405963,-0.122368,0.179077,-0.611706,0.644461,0.241399,-0.390144,86.7,2.97572,0.588106,-1.87427,2.05774,-0.302221,-1.68578
86.8,-0.405963,-0.122368,0.179077,-0.611706,0.644461,0.241399,-0.390144,86.8,2.97572,0.588106,-1.87427,2.05774,-0.302221,-1.68578
86.9,0.0732367,0.241798,-0.0392791,-0.383339,0.66763,-0.437175,-0.464973,86.9,-1.51676,-2.97634,-2.49003,0.84823,-1.85354,2.78408
87,0.0732367,0.241798,-0.0392791,-0.383339,0.66763,-0.437175,-0.464973,87,-1.51676,-2.97634,-2.49003,0.84823,-1.85354,2.78408
87.1,0.0207221,0.118674,-0.451565,0.88585,-0.27291,0.374983,-0.0133045,87.1,-0.665389,2.68732,-1.65373,-1.75112,1.60724,0.275832
87.2,0.0207221,0.118674,-0.451565,0.88585,-0.27291,0.374983,-0.0133045,87.2,-0.665389,2.68732,-1.65373,-1.75112,1.60724,0.275832
87.3,-0.260394,0.156632,-0.703911,0.169726,0.412101,0.851857,0.275147,87.3,2.12937,1.76118,-0.942478,-0.885301,1.21517,-2.19597
87.4,-0.260394,0.156632,-0.703911,0.169726,0.412101,0.851857,0.275147,87.4,2.12937,1.76118,-0.942478,-0.885301,1.21517,-2.19597
87.5,-0.260394,0.156632,-0.703911,0.169726,0.412101,0.851857,0.275147,87.5,2.12937,1.76118,-0.942478,-0.885301,1.21517,-2.19597
87.6,-0.0470018,0.0246887,0.0102264,0.0104027,-0.225595,-0.397957,0.889173,87.6,1.37665,-0.882159,2.85634,-1.38419,-2.35745,-2.48186
87.7,-0.0470018,0.0246887,0.0102264,0.0104027,-0.225595,-0.397957,0.889173,87.7,1.37665,-0.882159,2.85634,-1.38419,-2.35745,-2.48186
87.8,-0.0147326,0.163309,-0.0368248,-0.377964,0.589003,0.681035,0.215429,87.8,-1.12155,1.0229,2.92796,-2.20854,2.24687,0.238133
87.9001,-0.0147326,0.163309,-0.0368248,-0.377964,0.589003,0.681035,0.215429,87.9001,-1.12155,1.0229,2.92796,-2.20854,2.24687,0.238133
88,-0.428664,-0.0489133,0.566817,-0.3609,0.407509,0.657058,0.521501,88,3.07311,-1.21705,0.752726,1.79322,1.95721,-1.77814
88.1,-0.428664,-0.0489133,0.566817,-0.3609,0.407509,0.657058,0.521501,88.1,3.07311,-1.21705,0.752726,1.79322,1.95721,-1.77814
88.2001,0.434356,0.655431,-0.145206,-0.546464,-0.520228,0.364111,0.546043,88.2001,0.78854,0.238133,0.422858,2.2764,-0.995885,-1.5997
88.3,0.434356,0.655431,-0.145206,-0.546464,-0.520228,0.364111,0.546043,88.3,0.78854,0.238133,0.422858,2.2764,-0.995885,-1.5997
88.4,0.00482375,-0.362025,0.4073,-0.658613,-0.143228,-0.444329,0.590157,88.4,-2.02444,-1.42817,1.88056,1.19066,-0.857655,0.029531
88.5,0.00482375,-0.362025,0.4073,-0.658613,-0.143228,-0.444329,0.590157,88.5,-2.02444,-1.42817,1.88056,1.19066,-0.857655,0.029531
88.6,0.00482375,-0.362025,0.4073,-0.658613,-0.143228,-0.444329,0.590157,88.6,-2.02444,-1.42817,1.88056,1.19066,-0.857655,0.029531
88.7,0.615561,-0.137646,0.691089,-0.265899,0.727029,-0.433174,-0.461613,88.7,3.09635,-2.04643,-0.813672,-1.40492,-1.56451,-2.0345
88.8,0.615561,-0.137646,0.691089,-0.265899,0.727029,-0.433174,-0.461613,88.8,3.09635,-2.04643,-0.813672,-1.40492,-1.56451,-2.0345
88.9,0.147319,-0.31788,0.313613,0.55379,-0.100109,-0.597338,0.571386,88.9,2.42908,-1.26543,-2.44479,-0.0810531,1.13035,1.43068
89.0001,0.147319,-0.31788,0.313613,0.55379,-0.100109,-0.597338,0.571386,89.0001,2.42908,-1.26543,-2.44479,-0.0810531,1.13035,1.43068
89.1,0.147319,-0.31788,0.313613,0.55379,-0.100109,-0.597338,0.571386,89.1,2.42908,-1.26543,-2.44479,-0.0810531,1.13035,1.43068
89.2,0.147319,-0.31788,0.313613,0.55379,-0.100109,-0.597338,0.571386,89.2,2.42908,-1.26543,-2.44479,-0.0810531,1.13035,1.43068
89.3,0.0579586,0.0288693,-0.0231262,0.00523703,-0.304999,0.921323,0.241062,89.3,-2.21231,1.58525,2.79162,1.17747,2.90409,1.82464
89.4,0.0579586,0.0288693,-0.0231262,0.00523703,-0.304999,0.921323,0.241062,89.4,-2.21231,1.58525,2.79162,1.17747,2.90409,1.82464
89.5,-0.099095,-0.0446442,0.0276316,0.133972,0.219032,0.501806,0.825995,89.5,1.39298,-1.58148,-2.84,-1.62546,1.81019,-2.61443
89.6,-0.099095,-0.0446442,0.0276316,0.133972,0.219032,0.501806,0.825995,89.6,1.39298,-1.58148,-2.84,-1.62546,1.81019,-2.61443
89.7,-0.099095,-0.0446442,0.0276316,0.133972,0.219032,0.501806,0.825995,89.7,1.39298,-1.58148,-2.84,-1.62546,1.81019,-2.61443
89.8,-0.667113,0.138659,-0.227544,0.689979,-0.200599,-0.684433,-0.123451,89.8,2.76272,0.476265,-0.368195,1.4866,1.46398,-3.05865
89.9001,-0.667113,0.138659,-0.227544,0.689979,-0.200599,-0.684433,-0.123451,89.9001,2.76272,0.476265,-0.368195,1.4866,1.46398,-3.05865
90,0.164301,-0.417193,0.64167,-0.593366,0.758025,-0.239247,0.126792,90,-1.35465,-1.49414,0.912947,0.477522,2.05272,0.49323
90.1,0.164301,-0.417193,0.64167,-0.593366,0.758025,-0.239247,0.126792,90.1,-1.35465,-1.49414,0.912947,0.477522,2.05272,0.49323
90.2001,0.391243,0.0285006,0.240835,0.912954,0.336146,0.0853052,0.215045,90.2001,-0.413434,-1.66756,2.13754,-0.495743,0.449248,-0.443593
90.3,0.391243,0.0285006,0.240835,0.912954,0.336146,0.0853052,0.215045,90.3,-0.413434,-1.66756,2.13754,-0.495743,0.449248,-0.443593
90.4,0.0735481,0.00352922,0.0889549,-0.402881,-0.529262,0.639996,0.384674,90.4,-2.71245,0.715655,3.13971,-1.95344,3.02661,-2.69234
90.5,0.0735481,0.00352922,0.0889549,-0.402881,-0.529262,0.639996,0.384674,90.5,-2.71245,0.715655,3.13971,-1.95344,3.02661,-2.69234
90.6,0.0735481,0.00352922,0.0889549,-0.402881,-0.529262,0.639996,0.384674,90.6,-2.71245,0.715655,3.13971,-1.95344,3.02661,-2.69234
90.7,-0.092691,-0.165302,0.0518098,0.0756409,0.129488,0.88298,-0.444812,90.7,2.53966,-2.30279,-2.85759,-2.4762,0.257611,-1.62797
90.8,-0.092691,-0.165302,0.0518098,0.0756409,0.129488,0.88298,-0.444812,90.8,2.53966,-2.30279,-2.85759,-2.4762,0.257611,-1.62797
90.9,0.349405,0.53573,0.174192,0.206271,0.718964,0.64088,0.172671,90.9,0.696177,0.317301,-1.23213,0.964469,-0.330496,-1.49854
91.0001,0.349405,0.53573,0.174192,0.206271,0.718964,0.64088,0.172671,91.0001,0.696177,0.317301,-1.23213,0.964469,-0.330496,-1.49854
91.1,0.14327,-0.0382481,0.0399714,0.593038,0.160812,0.682514,0.395753,91.1,-1.29057,-0.979549,2.64459,-0.890956,-1.35088,-2.12246
91.2,0.14327,-0.0382481,0.0399714,0.593038,0.160812,0.682514,0.395753,91.2,-1.29057,-0.979549,2.64459,-0.890956,-1.35088,-2.12246
91.3,0.664482,0.372707,0.23354,0.0164056,-0.0681662,0.849255,0.523307,91.3,-2.59433,2.91603,1.05243,-3.0486,-3.01656,-2.32478
91.4,0.664482,0.372707,0.23354,0.0164056,-0.0681662,0.849255,0.523307,91.4,-2.59433,2.91603,1.05243,-3.0486,-3.01656,-2.32478
91.5,0.722164,-0.0991175,0.520689,0.392266,-0.127795,-0.158189,0.897091,91.5,-0.27269,-0.627062,-0.123779,0.644655,1.69395,-2.30907
91.6,0.722164,-0.0991175,0.520689,0.392266,-0.127795,-0.158189,0.897091,91.6,-0.27269,-0.627062,-0.123779,0.644655,1.69395,-2.30907
91.7,0.00603803,-0.135709,-0.0306371,-0.563993,0.452882,0.683323,0.0993921,91.7,-2.67852,1.15359,-2.91226,2.82492,1.38796,-1.79762
91.8,0.00603803,-0.135709,-0.0306371,-0.563993,0.452882,0.683323,0.0993921,91.8,-2.67852,1.15359,-2.91226,2.82492,1.38796,-1.79762
91.9,-0.0206552,-0.0788497,-0.00956286,-0.0108593,0.602912,0.259864,0.754222,91.9,-3.1152,2.07596,3.02096,-0.22431,-1.95533,2.80544
92,-0.0206552,-0.0788497,-0.00956286,-0.0108593,0.602912,0.259864,0.754222,92,-3.1152,2.07596,3.02096,-0.22431,-1.95533,2.80544
92.1,-0.0206552,-0.0788497,-0.00956286,-0.0108593,0.602912,0.259864,0.754222,92.1,-3.1152,2.07596,3.02096,-0.22431,-1.95533,2.80544
92.2,0.177016,0.601109,-0.542035,-0.0729492,-0.00313023,0.995392,0.0621526,92.2,-1.81207,2.58993,-0.486947,-1.19883,2.95624,-2.26132
92.3,0.177016,0.601109,-0.542035,-0.0729492,-0.00313023,0.995392,0.0621526,92.3,-1.81207,2.58993,-0.486947,-1.19883,2.95624,-2.26132
92.4,0.672456,0.384297,-0.0305586,0.291179,-0.231126,-0.636221,0.676031,92.4,0.476265,0.269549,-0.505796,0.0854513,-2.74512,-2.52081
92.5,0.672456,0.384297,-0.0305586,0.291179,-0.231126,-0.636221,0.676031,92.5,0.476265,0.269549,-0.505796,0.0854513,-2.74512,-2.52081
92.6001,-0.199619,0.13758,0.055223,0.800595,0.275287,0.161544,0.507117,92.6001,2.42028,1.54189,-2.40646,-2.38007,2.94053,1.91826
92.7,-0.199619,0.13758,0.055223,0.800595,0.275287,0.161544,0.507117,92.7,2.42028,1.54189,-2.40646,-2.38007,2.94053,1.91826
92.8,0.286273,0.461516,-0.033021,-0.598567,-0.00808602,0.28567,0.748361,92.8,-1.8127,-2.62449,-1.95596,0.953159,0.78477,-0.908549
92.9,0.286273,0.461516,-0.033021,-0.598567,-0.00808602,0.28567,0.748361,92.9,-1.8127,-2.62449,-1.95596,0.953159,0.78477,-0.908549
93,0.234558,-0.100529,0.458098,-0.189511,0.145321,-0.417417,0.876773,93,-2.71308,-3.03478,2.36185,-2.87079,0.249442,-0.0823097
93.1001,0.234558,-0.100529,0.458098,-0.189511,0.145321,-0.417417,0.876773,93.1001,-2.71308,-3.03478,2.36185,-2.87079,0.249442,-0.0823097
93.2,0.203166,0.0870154,0.766689,0.534021,0.62325,0.321365,0.47234,93.2,-2.53464,-1.94276,0.236248,1.29748,-2.4762,-1.5331
93.3,0.203166,0.0870154,0.766689,0.534021,0.62325,0.321365,0.47234,93.3,-2.53464,-1.94276,0.236248,1.29748,-2.4762,-1.5331
93.4,0.5976,-0.619917,0.407265,0.727891,0.103173,-0.487172,0.471373,93.4,2.45735,-2.52521,-0.402752,-1.15611,1.64996,1.5997
93.5,0.5976,-0.619917,0.407265,0.727891,0.103173,-0.487172,0.471373,93.5,2.45735,-2.52521,-0.402752,-1.15611,1.64996,1.5997
93.6,-0.169764,-0.212813,-0.42167,0.791054,-0.513907,-0.237131,0.232169,93.6,-3.00839,2.11618,-1.97669,-0.668531,-0.273947,-0.152053
93.7,-0.169764,-0.212813,-0.42167,0.791054,-0.513907,-0.237131,0.232169,93.7,-3.00839,2.11618,-1.97669,-0.668531,-0.273947,-0.152053
93.8,-0.151618,-0.562079,0.0370432,-0.511902,0.798647,0.253247,0.1897,93.8,-2.01502,0.640885,-1.6242,1.58148,1.62546,-0.219911
93.9,-0.151618,-0.562079,0.0370432,-0.511902,0.798647,0.253247,0.1897,93.9,-2.01502,0.640885,-1.6242,1.58148,1.62546,-0.219911
94,-0.151618,-0.562079,0.0370432,-0.511902,0.798647,0.253247,0.1897,94,-2.01502,0.640885,-1.6242,1.58148,1.62546,-0.219911
94.1,0.191427,-0.479849,-0.505762,0.355556,0.434291,0.0302146,0.827078,94.1,2.04769,2.42468,-0.0175929,2.25692,-2.36939,2.53212
94.2,0.191427,-0.479849,-0.505762,0.355556,0.434291,0.0302146,0.827078,94.2,2.04769,2.42468,-0.0175929,2.25692,-2.36939,2.53212
94.2999,-0.0855008,-0.495395,0.390568,0.583567,-0.161596,-0.256116,0.753486,94.2999,-2.13188,-1.23842,1.31758,0.738274,0.0760265,-2.65716
94.4,-0.0855008,-0.495395,0.390568,0.583567,-0.161596,-0.256116,0.753486,94.4,-2.13188,-1.23842,1.31758,0.738274,0.0760265,-2.65716
94.5,-0.091507,0.0015163,0.245455,0.268242,-0.39443,-0.0707243,0.876053,94.5,2.13314,0.363168,-2.55034,2.97823,-1.97732,-1.99365
94.6,-0.091507,0.0015163,0.245455,0.268242,-0.39443,-0.0707243,0.876053,94.6,2.13314,0.363168,-2.55034,2.97823,-1.97732,-1.99365
94.7,-0.0542692,-0.0317724,0.187557,-0.301788,0.216952,-0.318902,0.87187,94.7,1.03861,-0.307876,-3.06368,-0.437938,2.83686,-1.38796
94.8,-0.0542692,-0.0317724,0.187557,-0.301788,0.216952,-0.318902,0.87187,94.8,1.03861,-0.307876,-3.06368,-0.437938,2.83686,-1.38796
94.9,0.0552758,-0.0384037,-0.0878714,-0.255066,-0.623004,0.726168,-0.139599,94.9,-2.54406,0.826239,3.01153,-3.11897,2.16833,2.14005
95,0.0552758,-0.0384037,-0.0878714,-0.255066,-0.623004,0.726168,-0.139599,95,-2.54406,0.826239,3.01153,-3.11897,2.16833,2.14005
95.1001,-0.0870749,-0.0618098,-0.0619002,0.297277,0.812028,-0.115666,0.488732,95.1001,2.62763,-2.99205,-2.78659,-2.58553,-1.72348,-3.08065
95.2,-0.0870749,-0.0618098,-0.0619002,0.297277,0.812028,-0.115666,0.488732,95.2,2.62763,-2.99205,-2.78659,-2.58553,-1.72348,-3.08065
95.3,-0.0870749,-0.0618098,-0.0619002,0.297277,0.812028,-0.115666,0.488732,95.3,2.62763,-2.99205,-2.78659,-2.58553,-1.72348,-3.08065
95.4,-0.219839,0.199027,0.35425,0.856019,0.403971,0.221174,-0.234778,95.4,2.26446,-1.97041,2.38887,-1.84286,2.52961,-1.11778
95.5,-0.219839,0.199027,0.35425,0.856019,0.403971,0.221174,-0.234778,95.5,2.26446,-1.97041,2.38887,-1.84286,2.52961,-1.11778
95.6,0.458088,-0.101333,0.0126083,0.433939,0.0581391,0.465307,0.769289,95.6,-0.628319,1.00657,-1.71719,2.29022,-0.319814,2.42531
95.7,0.458088,-0.101333,0.0126083,0.433939,0.0581391,0.465307,0.769289,95.7,-0.628319,1.00657,-1.71719,2.29022,-0.319814,2.42531
95.8,0.589869,-0.216628,-0.515052,-0.482363,0.22042,0.685436,0.498917,95.8,2.90472,1.98737,0.823097,-1.40429,2.03701,-2.31347
95.9,0.589869,-0.216628,-0.515052,-0.482363,0.22042,0.685436,0.498917,95.9,2.90472,1.98737,0.823097,-1.40429,2.03701,-2.31347
96,0.135096,-0.295181,-0.372855,0.39879,-0.540369,0.668446,0.319607,96,-1.36094,1.89438,-1.52493,-2.04895,2.05774,-0.0226195
96.1,0.135096,-0.295181,-0.372855,0.39879,-0.540369,0.668446,0.319607,96.1,-1.36094,1.89438,-1.52493,-2.04895,2.05774,-0.0226195
96.2,0.012027,-0.192734,0.964403,-0.0874872,0.848249,0.475371,-0.216429,96.2,-1.72285,-1.09579,-0.469354,-2.10612,-2.54469,1.61352
96.3,0.012027,-0.192734,0.964403,-0.0874872,0.848249,0.475371,-0.216429,96.3,-1.72285,-1.09579,-0.469354,-2.10612,-2.54469,1.61352
96.4,0.107865,-0.0914867,-0.0638343,-0.482084,-0.0310501,0.865992,0.129182,96.4,-1.26983,-0.466212,2.96378,2.65653,-1.98674,2.11178
96.5,0.107865,-0.0914867,-0.0638343,-0.482084,-0.0310501,0.865992,0.129182,96.5,-1.26983,-0.466212,2.96378,2.65653,-1.98674,2.11178
96.6,0.107865,-0.0914867,-0.0638343,-0.482084,-0.0310501,0.865992,0.129182,96.6,-1.26983,-0.466212,2.96378,2.65653,-1.98674,2.11178
